Value,Count,Landforms_2020_3_31_USA_Clip,LC23_EVT_240_Clip,Landforms,EVT_NAME,EVT_PHYS,EVT_GP_N
865,208.000000000000000,21,7420,Upper flat,Northern Tallgrass Prairie,Grassland,Tallgrass Prairie
866,82.000000000000000,24,7420,Sideslope SW warm,Northern Tallgrass Prairie,Grassland,Tallgrass Prairie
867,4.000000000000000,30,7971,Dry flat,Eastern Cool Temperate Vineyard,Agricultural,Agricultural-Vineyard
868,6.000000000000000,32,7971,Valley/toe slope,Eastern Cool Temperate Vineyard,Agricultural,Agricultural-Vineyard
869,20.000000000000000,41,9318,Flat at bottom of steep slope,Northern & Central Ruderal Wet Meadow & Marsh,Riparian,Introduced Herbaceous Wetland Vegetation
870,4.000000000000000,22,7971,Gentle slope,Eastern Cool Temperate Vineyard,Agricultural,Agricultural-Vineyard
871,21.000000000000000,24,7976,Sideslope SW warm,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agricultural-Fallow/Idle Cropland
872,9.000000000000000,21,7517,Upper flat,Paleozoic Plateau Bluff and Talus Woodland,Hardwood,Black Oak Woodland and Savanna
873,5.000000000000000,43,7973,Cove: NE cool,Eastern Cool Temperate Row Crop - Close Grown Crop,Agricultural,Agricultural-Row Crop-Close Grown Crop
874,3.000000000000000,41,7286,Flat at bottom of steep slope,Paleozoic Plateau Bluff and Talus Herbaceous,Grassland,Black Oak Woodland and Savanna
875,115.000000000000000,11,7978,Flat summit/ridge,Eastern Cool Temperate Wheat,Agricultural,Agricultural-Wheat
876,3.000000000000000,3,7978,Steep slope: NE cool,Eastern Cool Temperate Wheat,Agricultural,Agricultural-Wheat
877,4.000000000000000,3,7973,Steep slope: NE cool,Eastern Cool Temperate Row Crop - Close Grown Crop,Agricultural,Agricultural-Row Crop-Close Grown Crop
878,81.000000000000000,44,7295,Cove: SW warm,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
879,60.000000000000000,43,7295,Cove: NE cool,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
880,6.000000000000000,13,7292,Slope crest,Open Water,Open Water,Open Water
881,10.000000000000000,43,7909,Cove: NE cool,Eastern Cool Temperate Urban Shrubland,Developed,Developed-Upland Shrubland
882,29.000000000000000,44,7909,Cove: SW warm,Eastern Cool Temperate Urban Shrubland,Developed,Developed-Upland Shrubland
883,28.000000000000000,23,7976,Sideslope NE cool,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agricultural-Fallow/Idle Cropland
884,24.000000000000000,41,7906,Flat at bottom of steep slope,Eastern Cool Temperate Urban Evergreen Forest,Developed,Developed-Upland Evergreen Forest
885,36.000000000000000,3,7297,Steep slope: NE cool,Developed-Medium Intensity,Developed-Medium Intensity,Developed-Medium Intensity
886,12.000000000000000,4,7298,Steep slope: SW warm,Developed-High Intensity,Developed-High Intensity,Developed-High Intensity
887,68.000000000000000,23,7394,Sideslope NE cool,North-Central Interior Oak Savanna,Hardwood,Bur Oak Woodland and Savanna
888,166.000000000000000,39,7517,Pluvial flat,Paleozoic Plateau Bluff and Talus Woodland,Hardwood,Black Oak Woodland and Savanna
889,10.000000000000000,3,7395,Steep slope: NE cool,North-Central Oak Barrens Woodland,Hardwood,Black Oak Woodland and Savanna
890,2.000000000000000,50,9065,Water,Central Interior Calcareous Cliff and Talus,Sparsely Vegetated,Sparse Vegetation
891,2.000000000000000,31,9065,Wet Flat,Central Interior Calcareous Cliff and Talus,Sparsely Vegetated,Sparse Vegetation
892,62.000000000000000,3,7295,Steep slope: NE cool,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
893,18.000000000000000,41,7298,Flat at bottom of steep slope,Developed-High Intensity,Developed-High Intensity,Developed-High Intensity
894,1.000000000000000,13,7976,Slope crest,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agricultural-Fallow/Idle Cropland
895,44.000000000000000,44,9180,Cove: SW warm,North-Central Interior Freshwater Marsh,Riparian,Inland Marshes and Prairies
896,8.000000000000000,43,7928,Cove: NE cool,Eastern Cool Temperate Developed Shrubland,Developed,Developed-Upland Shrubland
897,13.000000000000000,44,7928,Cove: SW warm,Eastern Cool Temperate Developed Shrubland,Developed,Developed-Upland Shrubland
898,15.000000000000000,41,7928,Flat at bottom of steep slope,Eastern Cool Temperate Developed Shrubland,Developed,Developed-Upland Shrubland
899,27.000000000000000,4,9179,Steep slope: SW warm,North-Central Interior Floodplain Forest,Riparian,Eastern Floodplain Forests
900,15.000000000000000,4,7928,Steep slope: SW warm,Eastern Cool Temperate Developed Shrubland,Developed,Developed-Upland Shrubland
901,58.000000000000000,4,7395,Steep slope: SW warm,North-Central Oak Barrens Woodland,Hardwood,Black Oak Woodland and Savanna
902,8.000000000000000,43,9178,Cove: NE cool,North-Central Interior and Appalachian Rich Swamp,Riparian,Atlantic Swamp Forests
903,1.000000000000000,4,9178,Steep slope: SW warm,North-Central Interior and Appalachian Rich Swamp,Riparian,Atlantic Swamp Forests
904,3.000000000000000,5,7295,Cliff: NE cool,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
905,10.000000000000000,32,7286,Valley/toe slope,Paleozoic Plateau Bluff and Talus Herbaceous,Grassland,Black Oak Woodland and Savanna
906,35.000000000000000,44,7978,Cove: SW warm,Eastern Cool Temperate Wheat,Agricultural,Agricultural-Wheat
907,2.000000000000000,13,9178,Slope crest,North-Central Interior and Appalachian Rich Swamp,Riparian,Atlantic Swamp Forests
908,8.000000000000000,23,7972,Sideslope NE cool,Eastern Cool Temperate Bush fruit and berries,Agricultural,Agricultural-Bush fruit and berries
909,1.000000000000000,50,7972,Water,Eastern Cool Temperate Bush fruit and berries,Agricultural,Agricultural-Bush fruit and berries
910,6.000000000000000,44,7970,Cove: SW warm,Eastern Cool Temperate Orchard,Agricultural,Agricultural-Orchard
911,7.000000000000000,41,7970,Flat at bottom of steep slope,Eastern Cool Temperate Orchard,Agricultural,Agricultural-Orchard
912,11.000000000000000,11,7970,Flat summit/ridge,Eastern Cool Temperate Orchard,Agricultural,Agricultural-Orchard
913,28.000000000000000,41,7978,Flat at bottom of steep slope,Eastern Cool Temperate Wheat,Agricultural,Agricultural-Wheat
914,8.000000000000000,43,7978,Cove: NE cool,Eastern Cool Temperate Wheat,Agricultural,Agricultural-Wheat
915,3.000000000000000,41,7243,Flat at bottom of steep slope,Laurentian Pine-Oak Barrens,Conifer-Hardwood,Jack Pine Forest
916,2.000000000000000,44,7243,Cove: SW warm,Laurentian Pine-Oak Barrens,Conifer-Hardwood,Jack Pine Forest
917,2.000000000000000,41,7407,Flat at bottom of steep slope,Laurentian Pine Barrens,Conifer,Jack Pine Forest
918,2.000000000000000,11,7906,Flat summit/ridge,Eastern Cool Temperate Urban Evergreen Forest,Developed,Developed-Upland Evergreen Forest
919,2.000000000000000,44,9112,Cove: SW warm,Laurentian Jack Pine-Red Pine Forest,Conifer,Jack Pine Forest
920,1.000000000000000,44,7407,Cove: SW warm,Laurentian Pine Barrens,Conifer,Jack Pine Forest
921,16.000000000000000,39,9064,Pluvial flat,Central Interior Acidic Cliff and Talus,Sparsely Vegetated,Sparse Vegetation
922,2.000000000000000,50,7979,Water,Eastern Cool Temperate Aquaculture,Agricultural,Agricultural-Aquaculture
923,1.000000000000000,31,7979,Wet Flat,Eastern Cool Temperate Aquaculture,Agricultural,Agricultural-Aquaculture
924,7.000000000000000,39,7972,Pluvial flat,Eastern Cool Temperate Bush fruit and berries,Agricultural,Agricultural-Bush fruit and berries
925,4.000000000000000,22,9682,Gentle slope,North-Central Interior Graminoid Alkaline Fen,Riparian,Inland Marshes and Prairies
926,1.000000000000000,30,7979,Dry flat,Eastern Cool Temperate Aquaculture,Agricultural,Agricultural-Aquaculture
927,28.000000000000000,22,7286,Gentle slope,Paleozoic Plateau Bluff and Talus Herbaceous,Grassland,Black Oak Woodland and Savanna
928,3.000000000000000,43,7970,Cove: NE cool,Eastern Cool Temperate Orchard,Agricultural,Agricultural-Orchard
929,1.000000000000000,3,7970,Steep slope: NE cool,Eastern Cool Temperate Orchard,Agricultural,Agricultural-Orchard
930,27.000000000000000,43,7906,Cove: NE cool,Eastern Cool Temperate Urban Evergreen Forest,Developed,Developed-Upland Evergreen Forest
931,1.000000000000000,5,7908,Cliff: NE cool,Eastern Cool Temperate Urban Herbaceous,Developed,Developed-Upland Herbaceous
932,28.000000000000000,30,7517,Dry flat,Paleozoic Plateau Bluff and Talus Woodland,Hardwood,Black Oak Woodland and Savanna
933,4.000000000000000,41,7926,Flat at bottom of steep slope,Eastern Cool Temperate Developed Evergreen Forest,Developed,Developed-Upland Evergreen Forest
934,9.000000000000000,3,7909,Steep slope: NE cool,Eastern Cool Temperate Urban Shrubland,Developed,Developed-Upland Shrubland
935,3.000000000000000,4,7970,Steep slope: SW warm,Eastern Cool Temperate Orchard,Agricultural,Agricultural-Orchard
936,24.000000000000000,31,7972,Wet Flat,Eastern Cool Temperate Bush fruit and berries,Agricultural,Agricultural-Bush fruit and berries
937,6.000000000000000,21,7972,Upper flat,Eastern Cool Temperate Bush fruit and berries,Agricultural,Agricultural-Bush fruit and berries
938,4.000000000000000,5,7362,Cliff: NE cool,Laurentian-Acadian Northern Pine Forest,Conifer,Red Pine-White Pine Forest and Woodland
939,20.000000000000000,3,7929,Steep slope: NE cool,Eastern Cool Temperate Developed Herbaceous,Developed,Developed-Upland Herbaceous
940,4.000000000000000,4,7978,Steep slope: SW warm,Eastern Cool Temperate Wheat,Agricultural,Agricultural-Wheat
941,2.000000000000000,5,7927,Cliff: NE cool,Eastern Cool Temperate Developed Mixed Forest,Developed,Developed-Upland Mixed Forest
942,1.000000000000000,30,7972,Dry flat,Eastern Cool Temperate Bush fruit and berries,Agricultural,Agricultural-Bush fruit and berries
943,5.000000000000000,24,7972,Sideslope SW warm,Eastern Cool Temperate Bush fruit and berries,Agricultural,Agricultural-Bush fruit and berries
944,3.000000000000000,24,7971,Sideslope SW warm,Eastern Cool Temperate Vineyard,Agricultural,Agricultural-Vineyard
945,30.000000000000000,41,9177,Flat at bottom of steep slope,North-Central Interior and Appalachian Acidic Peatland Woodland,Riparian,Atlantic Swamp Forests
946,15.000000000000000,24,9183,Sideslope SW warm,North-Central Interior Shrub Swamp,Riparian,Inland Marshes and Prairies
947,34.000000000000000,43,7298,Cove: NE cool,Developed-High Intensity,Developed-High Intensity,Developed-High Intensity
948,8.000000000000000,44,9177,Cove: SW warm,North-Central Interior and Appalachian Acidic Peatland Woodland,Riparian,Atlantic Swamp Forests
949,3.000000000000000,5,7975,Cliff: NE cool,Eastern Cool Temperate Close Grown Crop,Agricultural,Agricultural-Close Grown Crop
950,1.000000000000000,4,9679,Steep slope: SW warm,North-Central Interior Floodplain Shrubland,Riparian,Eastern Floodplain Forests
951,11.000000000000000,44,9318,Cove: SW warm,Northern & Central Ruderal Wet Meadow & Marsh,Riparian,Introduced Herbaceous Wetland Vegetation
952,31.000000000000000,23,9180,Sideslope NE cool,North-Central Interior Freshwater Marsh,Riparian,Inland Marshes and Prairies
953,3.000000000000000,39,7286,Pluvial flat,Paleozoic Plateau Bluff and Talus Herbaceous,Grassland,Black Oak Woodland and Savanna
954,5.000000000000000,24,9682,Sideslope SW warm,North-Central Interior Graminoid Alkaline Fen,Riparian,Inland Marshes and Prairies
955,28.000000000000000,21,9182,Upper flat,North-Central Interior Shrub Alkaline Fen,Riparian,Inland Marshes and Prairies
956,3.000000000000000,44,7926,Cove: SW warm,Eastern Cool Temperate Developed Evergreen Forest,Developed,Developed-Upland Evergreen Forest
957,11.000000000000000,3,7292,Steep slope: NE cool,Open Water,Open Water,Open Water
958,15.000000000000000,23,9318,Sideslope NE cool,Northern & Central Ruderal Wet Meadow & Marsh,Riparian,Introduced Herbaceous Wetland Vegetation
959,4.000000000000000,23,9679,Sideslope NE cool,North-Central Interior Floodplain Shrubland,Riparian,Eastern Floodplain Forests
960,4.000000000000000,41,9679,Flat at bottom of steep slope,North-Central Interior Floodplain Shrubland,Riparian,Eastern Floodplain Forests
961,2.000000000000000,41,7290,Flat at bottom of steep slope,North-Central Oak Barrens Herbaceous,Grassland,Black Oak Woodland and Savanna
962,9.000000000000000,41,7412,Flat at bottom of steep slope,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Tallgrass Prairie
963,1.000000000000000,30,9064,Dry flat,Central Interior Acidic Cliff and Talus,Sparsely Vegetated,Sparse Vegetation
964,10.000000000000000,21,9064,Upper flat,Central Interior Acidic Cliff and Talus,Sparsely Vegetated,Sparse Vegetation
965,4.000000000000000,21,9065,Upper flat,Central Interior Calcareous Cliff and Talus,Sparsely Vegetated,Sparse Vegetation
966,1.000000000000000,39,9101,Pluvial flat,Great Lakes Dune,Sparsely Vegetated,Sparse Vegetation
967,1.000000000000000,32,9064,Valley/toe slope,Central Interior Acidic Cliff and Talus,Sparsely Vegetated,Sparse Vegetation
968,1.000000000000000,5,7907,Cliff: NE cool,Eastern Cool Temperate Urban Mixed Forest,Developed,Developed-Upland Mixed Forest
969,19.000000000000000,3,7298,Steep slope: NE cool,Developed-High Intensity,Developed-High Intensity,Developed-High Intensity
970,4.000000000000000,3,7928,Steep slope: NE cool,Eastern Cool Temperate Developed Shrubland,Developed,Developed-Upland Shrubland
971,6.000000000000000,44,9679,Cove: SW warm,North-Central Interior Floodplain Shrubland,Riparian,Eastern Floodplain Forests
972,1.000000000000000,5,7928,Cliff: NE cool,Eastern Cool Temperate Developed Shrubland,Developed,Developed-Upland Shrubland
973,2.000000000000000,44,9183,Cove: SW warm,North-Central Interior Shrub Swamp,Riparian,Inland Marshes and Prairies
974,1.000000000000000,5,7412,Cliff: NE cool,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Tallgrass Prairie
975,1.000000000000000,4,9314,Steep slope: SW warm,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian,Ruderal Forest
976,1.000000000000000,5,7978,Cliff: NE cool,Eastern Cool Temperate Wheat,Agricultural,Agricultural-Wheat
977,1.000000000000000,43,7926,Cove: NE cool,Eastern Cool Temperate Developed Evergreen Forest,Developed,Developed-Upland Evergreen Forest
978,1.000000000000000,23,9183,Sideslope NE cool,North-Central Interior Shrub Swamp,Riparian,Inland Marshes and Prairies
979,2.000000000000000,22,9182,Gentle slope,North-Central Interior Shrub Alkaline Fen,Riparian,Inland Marshes and Prairies
980,4.000000000000000,32,9182,Valley/toe slope,North-Central Interior Shrub Alkaline Fen,Riparian,Inland Marshes and Prairies
981,21.000000000000000,24,9181,Sideslope SW warm,North-Central Interior Quartzite Glade,Conifer-Hardwood,Glades and Barrens
982,2.000000000000000,22,9181,Gentle slope,North-Central Interior Quartzite Glade,Conifer-Hardwood,Glades and Barrens
983,1.000000000000000,3,7906,Steep slope: NE cool,Eastern Cool Temperate Urban Evergreen Forest,Developed,Developed-Upland Evergreen Forest
984,1.000000000000000,5,9312,Cliff: NE cool,Northeastern North American Temperate Forest Plantation,Conifer,Managed Tree Plantation
985,1.000000000000000,43,9183,Cove: NE cool,North-Central Interior Shrub Swamp,Riparian,Inland Marshes and Prairies
986,3.000000000000000,21,7286,Upper flat,Paleozoic Plateau Bluff and Talus Herbaceous,Grassland,Black Oak Woodland and Savanna
987,2.000000000000000,43,9180,Cove: NE cool,North-Central Interior Freshwater Marsh,Riparian,Inland Marshes and Prairies
988,1.000000000000000,43,9318,Cove: NE cool,Northern & Central Ruderal Wet Meadow & Marsh,Riparian,Introduced Herbaceous Wetland Vegetation
989,1.000000000000000,30,7286,Dry flat,Paleozoic Plateau Bluff and Talus Herbaceous,Grassland,Black Oak Woodland and Savanna
990,3.000000000000000,23,9064,Sideslope NE cool,Central Interior Acidic Cliff and Talus,Sparsely Vegetated,Sparse Vegetation
991,3.000000000000000,22,9064,Gentle slope,Central Interior Acidic Cliff and Talus,Sparsely Vegetated,Sparse Vegetation
992,28.000000000000000,41,7488,Flat at bottom of steep slope,Eastern Great Plains Wet Meadow-Prairie-Marsh,Riparian,Depressional Wetland
993,217.000000000000000,21,7518,Upper flat,North-Central Interior Wet Flatwoods,Riparian,Hardwood Flatwoods
994,88.000000000000000,39,7518,Pluvial flat,North-Central Interior Wet Flatwoods,Riparian,Hardwood Flatwoods
995,331.000000000000000,31,7518,Wet Flat,North-Central Interior Wet Flatwoods,Riparian,Hardwood Flatwoods
996,95.000000000000000,30,7518,Dry flat,North-Central Interior Wet Flatwoods,Riparian,Hardwood Flatwoods
997,32.000000000000000,50,7518,Water,North-Central Interior Wet Flatwoods,Riparian,Hardwood Flatwoods
998,23.000000000000000,22,7518,Gentle slope,North-Central Interior Wet Flatwoods,Riparian,Hardwood Flatwoods
999,36.000000000000000,32,7518,Valley/toe slope,North-Central Interior Wet Flatwoods,Riparian,Hardwood Flatwoods
1000,21.000000000000000,5,7298,Cliff: NE cool,Developed-High Intensity,Developed-High Intensity,Developed-High Intensity
1001,6.000000000000000,43,9683,Cove: NE cool,North-Central Interior Wet Meadow,Riparian,Inland Marshes and Prairies
1002,1.000000000000000,5,9179,Cliff: NE cool,North-Central Interior Floodplain Forest,Riparian,Eastern Floodplain Forests
1003,1.000000000000000,5,9683,Cliff: NE cool,North-Central Interior Wet Meadow,Riparian,Inland Marshes and Prairies
1004,1.000000000000000,13,7488,Slope crest,Eastern Great Plains Wet Meadow-Prairie-Marsh,Riparian,Depressional Wetland
1005,3.000000000000000,31,9064,Wet Flat,Central Interior Acidic Cliff and Talus,Sparsely Vegetated,Sparse Vegetation
1006,4.000000000000000,24,7518,Sideslope SW warm,North-Central Interior Wet Flatwoods,Riparian,Hardwood Flatwoods
1007,6.000000000000000,50,7976,Water,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agricultural-Fallow/Idle Cropland
1008,14.000000000000000,32,7305,Valley/toe slope,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,Chestnut Oak Forest and Woodland
1009,17.000000000000000,31,7305,Wet Flat,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,Chestnut Oak Forest and Woodland
1010,1.000000000000000,39,9065,Pluvial flat,Central Interior Calcareous Cliff and Talus,Sparsely Vegetated,Sparse Vegetation
1011,5.000000000000000,22,7305,Gentle slope,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,Chestnut Oak Forest and Woodland
1012,3.000000000000000,21,7305,Upper flat,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,Chestnut Oak Forest and Woodland
1013,10.000000000000000,24,7305,Sideslope SW warm,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,Chestnut Oak Forest and Woodland
1014,6.000000000000000,39,7305,Pluvial flat,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,Chestnut Oak Forest and Woodland
1015,7.000000000000000,50,7305,Water,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,Chestnut Oak Forest and Woodland
1016,5.000000000000000,30,7305,Dry flat,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,Chestnut Oak Forest and Woodland
1017,1.000000000000000,23,7305,Sideslope NE cool,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,Chestnut Oak Forest and Woodland
1018,1.000000000000000,23,7518,Sideslope NE cool,North-Central Interior Wet Flatwoods,Riparian,Hardwood Flatwoods
