Value,Count,Landforms_2020_3_31_USA_Clip,LC23_EVT_240_Clip,Landforms,EVT_NAME,EVT_PHYS,EVT_GP_N,in_y_n
920,1,44,7407,Cove: SW warm,Laurentian Pine Barrens,Conifer,Jack Pine Forest,0
921,16,39,9064,Pluvial flat,Central Interior Acidic Cliff and Talus,Sparsely Vegetated,Sparse Vegetation,0
922,2,50,7979,Water,Eastern Cool Temperate Aquaculture,Agricultural,Agricultural-Aquaculture,0
923,1,31,7979,Wet Flat,Eastern Cool Temperate Aquaculture,Agricultural,Agricultural-Aquaculture,0
924,7,39,7972,Pluvial flat,Eastern Cool Temperate Bush fruit and berries,Agricultural,Agricultural-Bush fruit and berries,0
925,4,22,9682,Gentle slope,North-Central Interior Graminoid Alkaline Fen,Riparian,Inland Marshes and Prairies,0
926,1,30,7979,Dry flat,Eastern Cool Temperate Aquaculture,Agricultural,Agricultural-Aquaculture,0
927,28,22,7286,Gentle slope,Paleozoic Plateau Bluff and Talus Herbaceous,Grassland,Black Oak Woodland and Savanna,0
928,3,43,7970,Cove: NE cool,Eastern Cool Temperate Orchard,Agricultural,Agricultural-Orchard,0
929,1,3,7970,Steep slope: NE cool,Eastern Cool Temperate Orchard,Agricultural,Agricultural-Orchard,0
930,27,43,7906,Cove: NE cool,Eastern Cool Temperate Urban Evergreen Forest,Developed,Developed-Upland Evergreen Forest,0
931,1,5,7908,Cliff: NE cool,Eastern Cool Temperate Urban Herbaceous,Developed,Developed-Upland Herbaceous,0
932,28,30,7517,Dry flat,Paleozoic Plateau Bluff and Talus Woodland,Hardwood,Black Oak Woodland and Savanna,0
933,4,41,7926,Flat at bottom of steep slope,Eastern Cool Temperate Developed Evergreen Forest,Developed,Developed-Upland Evergreen Forest,0
934,9,3,7909,Steep slope: NE cool,Eastern Cool Temperate Urban Shrubland,Developed,Developed-Upland Shrubland,0
935,3,4,7970,Steep slope: SW warm,Eastern Cool Temperate Orchard,Agricultural,Agricultural-Orchard,0
936,24,31,7972,Wet Flat,Eastern Cool Temperate Bush fruit and berries,Agricultural,Agricultural-Bush fruit and berries,0
937,6,21,7972,Upper flat,Eastern Cool Temperate Bush fruit and berries,Agricultural,Agricultural-Bush fruit and berries,0
938,4,5,7362,Cliff: NE cool,Laurentian-Acadian Northern Pine Forest,Conifer,Red Pine-White Pine Forest and Woodland,0
939,20,3,7929,Steep slope: NE cool,Eastern Cool Temperate Developed Herbaceous,Developed,Developed-Upland Herbaceous,0
940,4,4,7978,Steep slope: SW warm,Eastern Cool Temperate Wheat,Agricultural,Agricultural-Wheat,0
941,2,5,7927,Cliff: NE cool,Eastern Cool Temperate Developed Mixed Forest,Developed,Developed-Upland Mixed Forest,0
942,1,30,7972,Dry flat,Eastern Cool Temperate Bush fruit and berries,Agricultural,Agricultural-Bush fruit and berries,0
943,5,24,7972,Sideslope SW warm,Eastern Cool Temperate Bush fruit and berries,Agricultural,Agricultural-Bush fruit and berries,0
944,3,24,7971,Sideslope SW warm,Eastern Cool Temperate Vineyard,Agricultural,Agricultural-Vineyard,0
945,30,41,9177,Flat at bottom of steep slope,North-Central Interior and Appalachian Acidic Peatland Woodland,Riparian,Atlantic Swamp Forests,0
946,15,24,9183,Sideslope SW warm,North-Central Interior Shrub Swamp,Riparian,Inland Marshes and Prairies,0
947,34,43,7298,Cove: NE cool,Developed-High Intensity,Developed-High Intensity,Developed-High Intensity,0
948,8,44,9177,Cove: SW warm,North-Central Interior and Appalachian Acidic Peatland Woodland,Riparian,Atlantic Swamp Forests,0
949,3,5,7975,Cliff: NE cool,Eastern Cool Temperate Close Grown Crop,Agricultural,Agricultural-Close Grown Crop,0
950,1,4,9679,Steep slope: SW warm,North-Central Interior Floodplain Shrubland,Riparian,Eastern Floodplain Forests,0
951,11,44,9318,Cove: SW warm,Northern & Central Ruderal Wet Meadow & Marsh,Riparian,Introduced Herbaceous Wetland Vegetation,0
952,31,23,9180,Sideslope NE cool,North-Central Interior Freshwater Marsh,Riparian,Inland Marshes and Prairies,0
953,3,39,7286,Pluvial flat,Paleozoic Plateau Bluff and Talus Herbaceous,Grassland,Black Oak Woodland and Savanna,0
954,5,24,9682,Sideslope SW warm,North-Central Interior Graminoid Alkaline Fen,Riparian,Inland Marshes and Prairies,0
955,28,21,9182,Upper flat,North-Central Interior Shrub Alkaline Fen,Riparian,Inland Marshes and Prairies,0
956,3,44,7926,Cove: SW warm,Eastern Cool Temperate Developed Evergreen Forest,Developed,Developed-Upland Evergreen Forest,0
957,11,3,7292,Steep slope: NE cool,Open Water,Open Water,Open Water,0
958,15,23,9318,Sideslope NE cool,Northern & Central Ruderal Wet Meadow & Marsh,Riparian,Introduced Herbaceous Wetland Vegetation,0
959,4,23,9679,Sideslope NE cool,North-Central Interior Floodplain Shrubland,Riparian,Eastern Floodplain Forests,0
960,4,41,9679,Flat at bottom of steep slope,North-Central Interior Floodplain Shrubland,Riparian,Eastern Floodplain Forests,0
961,2,41,7290,Flat at bottom of steep slope,North-Central Oak Barrens Herbaceous,Grassland,Black Oak Woodland and Savanna,0
962,9,41,7412,Flat at bottom of steep slope,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Tallgrass Prairie,0
963,1,30,9064,Dry flat,Central Interior Acidic Cliff and Talus,Sparsely Vegetated,Sparse Vegetation,0
964,10,21,9064,Upper flat,Central Interior Acidic Cliff and Talus,Sparsely Vegetated,Sparse Vegetation,0
965,4,21,9065,Upper flat,Central Interior Calcareous Cliff and Talus,Sparsely Vegetated,Sparse Vegetation,0
966,1,39,9101,Pluvial flat,Great Lakes Dune,Sparsely Vegetated,Sparse Vegetation,0
967,1,32,9064,Valley/toe slope,Central Interior Acidic Cliff and Talus,Sparsely Vegetated,Sparse Vegetation,0
968,1,5,7907,Cliff: NE cool,Eastern Cool Temperate Urban Mixed Forest,Developed,Developed-Upland Mixed Forest,0
969,19,3,7298,Steep slope: NE cool,Developed-High Intensity,Developed-High Intensity,Developed-High Intensity,0
970,4,3,7928,Steep slope: NE cool,Eastern Cool Temperate Developed Shrubland,Developed,Developed-Upland Shrubland,0
971,6,44,9679,Cove: SW warm,North-Central Interior Floodplain Shrubland,Riparian,Eastern Floodplain Forests,0
972,1,5,7928,Cliff: NE cool,Eastern Cool Temperate Developed Shrubland,Developed,Developed-Upland Shrubland,0
973,2,44,9183,Cove: SW warm,North-Central Interior Shrub Swamp,Riparian,Inland Marshes and Prairies,0
974,1,5,7412,Cliff: NE cool,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Tallgrass Prairie,0
975,1,4,9314,Steep slope: SW warm,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian,Ruderal Forest,0
976,1,5,7978,Cliff: NE cool,Eastern Cool Temperate Wheat,Agricultural,Agricultural-Wheat,0
977,1,43,7926,Cove: NE cool,Eastern Cool Temperate Developed Evergreen Forest,Developed,Developed-Upland Evergreen Forest,0
978,1,23,9183,Sideslope NE cool,North-Central Interior Shrub Swamp,Riparian,Inland Marshes and Prairies,0
979,2,22,9182,Gentle slope,North-Central Interior Shrub Alkaline Fen,Riparian,Inland Marshes and Prairies,0
980,4,32,9182,Valley/toe slope,North-Central Interior Shrub Alkaline Fen,Riparian,Inland Marshes and Prairies,0
981,21,24,9181,Sideslope SW warm,North-Central Interior Quartzite Glade,Conifer-Hardwood,Glades and Barrens,0
982,2,22,9181,Gentle slope,North-Central Interior Quartzite Glade,Conifer-Hardwood,Glades and Barrens,0
983,1,3,7906,Steep slope: NE cool,Eastern Cool Temperate Urban Evergreen Forest,Developed,Developed-Upland Evergreen Forest,0
984,1,5,9312,Cliff: NE cool,Northeastern North American Temperate Forest Plantation,Conifer,Managed Tree Plantation,0
985,1,43,9183,Cove: NE cool,North-Central Interior Shrub Swamp,Riparian,Inland Marshes and Prairies,0
986,3,21,7286,Upper flat,Paleozoic Plateau Bluff and Talus Herbaceous,Grassland,Black Oak Woodland and Savanna,0
987,2,43,9180,Cove: NE cool,North-Central Interior Freshwater Marsh,Riparian,Inland Marshes and Prairies,0
988,1,43,9318,Cove: NE cool,Northern & Central Ruderal Wet Meadow & Marsh,Riparian,Introduced Herbaceous Wetland Vegetation,0
989,1,30,7286,Dry flat,Paleozoic Plateau Bluff and Talus Herbaceous,Grassland,Black Oak Woodland and Savanna,0
990,3,23,9064,Sideslope NE cool,Central Interior Acidic Cliff and Talus,Sparsely Vegetated,Sparse Vegetation,0
991,3,22,9064,Gentle slope,Central Interior Acidic Cliff and Talus,Sparsely Vegetated,Sparse Vegetation,0
992,28,41,7488,Flat at bottom of steep slope,Eastern Great Plains Wet Meadow-Prairie-Marsh,Riparian,Depressional Wetland,0
993,217,21,7518,Upper flat,North-Central Interior Wet Flatwoods,Riparian,Hardwood Flatwoods,0
994,88,39,7518,Pluvial flat,North-Central Interior Wet Flatwoods,Riparian,Hardwood Flatwoods,0
995,331,31,7518,Wet Flat,North-Central Interior Wet Flatwoods,Riparian,Hardwood Flatwoods,0
996,95,30,7518,Dry flat,North-Central Interior Wet Flatwoods,Riparian,Hardwood Flatwoods,0
997,32,50,7518,Water,North-Central Interior Wet Flatwoods,Riparian,Hardwood Flatwoods,0
998,23,22,7518,Gentle slope,North-Central Interior Wet Flatwoods,Riparian,Hardwood Flatwoods,0
999,36,32,7518,Valley/toe slope,North-Central Interior Wet Flatwoods,Riparian,Hardwood Flatwoods,0
1000,21,5,7298,Cliff: NE cool,Developed-High Intensity,Developed-High Intensity,Developed-High Intensity,0
1001,6,43,9683,Cove: NE cool,North-Central Interior Wet Meadow,Riparian,Inland Marshes and Prairies,0
1002,1,5,9179,Cliff: NE cool,North-Central Interior Floodplain Forest,Riparian,Eastern Floodplain Forests,0
1003,1,5,9683,Cliff: NE cool,North-Central Interior Wet Meadow,Riparian,Inland Marshes and Prairies,0
1004,1,13,7488,Slope crest,Eastern Great Plains Wet Meadow-Prairie-Marsh,Riparian,Depressional Wetland,0
1005,3,31,9064,Wet Flat,Central Interior Acidic Cliff and Talus,Sparsely Vegetated,Sparse Vegetation,0
1006,4,24,7518,Sideslope SW warm,North-Central Interior Wet Flatwoods,Riparian,Hardwood Flatwoods,0
1007,6,50,7976,Water,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agricultural-Fallow/Idle Cropland,0
1008,14,32,7305,Valley/toe slope,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,Chestnut Oak Forest and Woodland,0
1009,17,31,7305,Wet Flat,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,Chestnut Oak Forest and Woodland,0
1010,1,39,9065,Pluvial flat,Central Interior Calcareous Cliff and Talus,Sparsely Vegetated,Sparse Vegetation,0
1011,5,22,7305,Gentle slope,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,Chestnut Oak Forest and Woodland,1
1012,3,21,7305,Upper flat,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,Chestnut Oak Forest and Woodland,1
1013,10,24,7305,Sideslope SW warm,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,Chestnut Oak Forest and Woodland,1
1014,6,39,7305,Pluvial flat,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,Chestnut Oak Forest and Woodland,0
1015,7,50,7305,Water,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,Chestnut Oak Forest and Woodland,0
1016,5,30,7305,Dry flat,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,Chestnut Oak Forest and Woodland,1
1017,1,23,7305,Sideslope NE cool,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,Chestnut Oak Forest and Woodland,0
1018,1,23,7518,Sideslope NE cool,North-Central Interior Wet Flatwoods,Riparian,Hardwood Flatwoods,0
